Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Protein stable ID,Protein stable ID version,Gene name,Transcript name
ENSG00000188001,ENSG00000188001.10,ENST00000425670,ENST00000425670.1,ENSP00000400171,ENSP00000400171.1,TPRG1,TPRG1-203
ENSG00000141298,ENSG00000141298.19,ENST00000269033,ENST00000269033.7,ENSP00000269033,ENSP00000269033.3,SSH2,SSH2-201
ENSG00000141298,ENSG00000141298.19,ENST00000577991,ENST00000577991.1,ENSP00000465703,ENSP00000465703.1,SSH2,SSH2-206
ENSG00000141298,ENSG00000141298.19,ENST00000540801,ENST00000540801.6,ENSP00000444743,ENSP00000444743.1,SSH2,SSH2-204
ENSG00000141298,ENSG00000141298.19,ENST00000649863,ENST00000649863.1,ENSP00000497148,ENSP00000497148.1,SSH2,SSH2-213
ENSG00000141298,ENSG00000141298.19,ENST00000324677,ENST00000324677.12,ENSP00000497894,ENSP00000497894.1,SSH2,SSH2-202
ENSG00000141298,ENSG00000141298.19,ENST00000592397,ENST00000592397.1,ENSP00000467164,ENSP00000467164.1,SSH2,SSH2-212
ENSG00000141298,ENSG00000141298.19,ENST00000582084,ENST00000582084.1,ENSP00000462583,ENSP00000462583.1,SSH2,SSH2-210
ENSG00000141298,ENSG00000141298.19,ENST00000590153,ENST00000590153.1,ENSP00000466607,ENSP00000466607.1,SSH2,SSH2-211
ENSG00000141298,ENSG00000141298.19,ENST00000579954,ENST00000579954.1,ENSP00000468037,ENSP00000468037.1,SSH2,SSH2-209
ENSG00000075886,ENSG00000075886.11,ENST00000321253,ENST00000321253.7,ENSP00000326042,ENSP00000326042.6,TUBA3D,TUBA3D-201
ENSG00000196071,ENSG00000196071.5,ENST00000358120,ENST00000358120.3,ENSP00000350836,ENSP00000350836.2,OR2L13,OR2L13-201
ENSG00000196071,ENSG00000196071.5,ENST00000641893,ENST00000641893.1,ENSP00000492949,ENSP00000492949.1,OR2L13,OR2L13-203
ENSG00000196071,ENSG00000196071.5,ENST00000641714,ENST00000641714.1,ENSP00000493075,ENSP00000493075.1,OR2L13,OR2L13-202
ENSG00000138738,ENSG00000138738.11,ENST00000264808,ENST00000264808.8,ENSP00000264808,ENSP00000264808.3,PRDM5,PRDM5-201
ENSG00000138738,ENSG00000138738.11,ENST00000428209,ENST00000428209.6,ENSP00000404832,ENSP00000404832.2,PRDM5,PRDM5-203
ENSG00000138738,ENSG00000138738.11,ENST00000515109,ENST00000515109.5,ENSP00000422309,ENSP00000422309.1,PRDM5,PRDM5-212
ENSG00000138738,ENSG00000138738.11,ENST00000394435,ENST00000394435.2,ENSP00000377955,ENSP00000377955.2,PRDM5,PRDM5-202
ENSG00000258839,ENSG00000258839.4,ENST00000555427,ENST00000555427.1,ENSP00000451760,ENSP00000451760.1,MC1R,MC1R-203
ENSG00000258839,ENSG00000258839.4,ENST00000639847,ENST00000639847.1,ENSP00000492011,ENSP00000492011.1,MC1R,MC1R-204
ENSG00000258839,ENSG00000258839.4,ENST00000555147,ENST00000555147.2,ENSP00000451605,ENSP00000451605.1,MC1R,MC1R-202
ENSG00000198211,ENSG00000198211.8,ENST00000556922,ENST00000556922.1,ENSP00000451560,ENSP00000451560.1,,
ENSG00000116209,ENSG00000116209.12,ENST00000234831,ENST00000234831.10,ENSP00000234831,ENSP00000234831.5,TMEM59,TMEM59-201
ENSG00000116209,ENSG00000116209.12,ENST00000371348,ENST00000371348.5,ENSP00000360399,ENSP00000360399.1,TMEM59,TMEM59-205
ENSG00000116209,ENSG00000116209.12,ENST00000371344,ENST00000371344.5,ENSP00000360395,ENSP00000360395.1,TMEM59,TMEM59-204
ENSG00000116209,ENSG00000116209.12,ENST00000371341,ENST00000371341.5,ENSP00000360392,ENSP00000360392.1,TMEM59,TMEM59-203
ENSG00000116209,ENSG00000116209.12,ENST00000420738,ENST00000420738.5,ENSP00000413792,ENSP00000413792.1,TMEM59,TMEM59-206
ENSG00000116209,ENSG00000116209.12,ENST00000440019,ENST00000440019.5,ENSP00000399761,ENSP00000399761.1,TMEM59,TMEM59-207
ENSG00000116209,ENSG00000116209.12,ENST00000452421,ENST00000452421.5,ENSP00000397772,ENSP00000397772.1,TMEM59,TMEM59-208
ENSG00000116209,ENSG00000116209.12,ENST00000371337,ENST00000371337.3,ENSP00000360388,ENSP00000360388.3,TMEM59,TMEM59-202
ENSG00000141013,ENSG00000141013.17,ENST00000536122,ENST00000536122.7,ENSP00000440977,ENSP00000440977.1,GAS8,GAS8-202
ENSG00000141013,ENSG00000141013.17,ENST00000561675,ENST00000561675.1,ENSP00000457554,ENSP00000457554.1,GAS8,GAS8-205
ENSG00000141013,ENSG00000141013.17,ENST00000564392,ENST00000564392.5,ENSP00000455172,ENSP00000455172.1,GAS8,GAS8-207
ENSG00000141013,ENSG00000141013.17,ENST00000620723,ENST00000620723.4,ENSP00000482877,ENSP00000482877.1,GAS8,GAS8-220
ENSG00000141013,ENSG00000141013.17,ENST00000268699,ENST00000268699.9,ENSP00000268699,ENSP00000268699.4,GAS8,GAS8-201
ENSG00000198879,ENSG00000198879.13,ENST00000361972,ENST00000361972.8,ENSP00000355109,ENSP00000355109.4,SFMBT2,SFMBT2-201
ENSG00000198879,ENSG00000198879.13,ENST00000684547,ENST00000684547.1,ENSP00000508307,ENSP00000508307.1,SFMBT2,SFMBT2-211
ENSG00000198879,ENSG00000198879.13,ENST00000683762,ENST00000683762.1,ENSP00000507767,ENSP00000507767.1,SFMBT2,SFMBT2-210
ENSG00000198879,ENSG00000198879.13,ENST00000673876,ENST00000673876.1,ENSP00000501299,ENSP00000501299.1,SFMBT2,SFMBT2-205
ENSG00000198879,ENSG00000198879.13,ENST00000379713,ENST00000379713.8,ENSP00000369035,ENSP00000369035.3,SFMBT2,SFMBT2-203
ENSG00000198879,ENSG00000198879.13,ENST00000379711,ENST00000379711.2,ENSP00000369033,ENSP00000369033.1,SFMBT2,SFMBT2-202
ENSG00000198879,ENSG00000198879.13,ENST00000682180,ENST00000682180.1,ENSP00000507455,ENSP00000507455.1,SFMBT2,SFMBT2-208
ENSG00000198879,ENSG00000198879.13,ENST00000397167,ENST00000397167.6,ENSP00000380353,ENSP00000380353.1,SFMBT2,SFMBT2-204
ENSG00000136002,ENSG00000136002.20,ENST00000409359,ENST00000409359.7,ENSP00000386794,ENSP00000386794.3,ARHGEF4,ARHGEF4-205
ENSG00000136002,ENSG00000136002.20,ENST00000326016,ENST00000326016.10,ENSP00000316845,ENSP00000316845.5,ARHGEF4,ARHGEF4-201
ENSG00000136002,ENSG00000136002.20,ENST00000428230,ENST00000428230.6,ENSP00000398455,ENSP00000398455.2,ARHGEF4,ARHGEF4-206
ENSG00000136002,ENSG00000136002.20,ENST00000611048,ENST00000611048.4,ENSP00000483548,ENSP00000483548.1,ARHGEF4,ARHGEF4-216
ENSG00000136002,ENSG00000136002.20,ENST00000438985,ENST00000438985.5,ENSP00000389661,ENSP00000389661.1,ARHGEF4,ARHGEF4-207
ENSG00000136002,ENSG00000136002.20,ENST00000392953,ENST00000392953.8,ENSP00000376680,ENSP00000376680.5,ARHGEF4,ARHGEF4-203
ENSG00000136002,ENSG00000136002.20,ENST00000409303,ENST00000409303.6,ENSP00000387285,ENSP00000387285.2,ARHGEF4,ARHGEF4-204
ENSG00000136002,ENSG00000136002.20,ENST00000355771,ENST00000355771.7,ENSP00000348017,ENSP00000348017.3,ARHGEF4,ARHGEF4-202
ENSG00000136002,ENSG00000136002.20,ENST00000532720,ENST00000532720.1,ENSP00000432301,ENSP00000432301.1,ARHGEF4,ARHGEF4-215
ENSG00000184206,ENSG00000184206.13,ENST00000510439,ENST00000510439.7,ENSP00000421586,ENSP00000421586.2,GOLGA6L4,GOLGA6L4-202
ENSG00000184206,ENSG00000184206.13,ENST00000512109,ENST00000512109.1,ENSP00000426395,ENSP00000426395.1,GOLGA6L4,GOLGA6L4-203
ENSG00000166938,ENSG00000166938.13,ENST00000319194,ENST00000319194.9,ENSP00000321583,ENSP00000321583.5,DIS3L,DIS3L-201
ENSG00000166938,ENSG00000166938.13,ENST00000525134,ENST00000525134.6,ENSP00000435792,ENSP00000435792.2,DIS3L,DIS3L-205
ENSG00000166938,ENSG00000166938.13,ENST00000319212,ENST00000319212.9,ENSP00000321711,ENSP00000321711.4,DIS3L,DIS3L-202
ENSG00000166938,ENSG00000166938.13,ENST00000525109,ENST00000525109.1,ENSP00000432125,ENSP00000432125.1,DIS3L,DIS3L-204
ENSG00000166938,ENSG00000166938.13,ENST00000532580,ENST00000532580.5,ENSP00000436583,ENSP00000436583.1,DIS3L,DIS3L-209
ENSG00000166938,ENSG00000166938.13,ENST00000530615,ENST00000530615.1,ENSP00000436573,ENSP00000436573.1,DIS3L,DIS3L-207
ENSG00000165006,ENSG00000165006.14,ENST00000625521,ENST00000625521.2,ENSP00000486574,ENSP00000486574.1,UBAP1,UBAP1-204
ENSG00000165006,ENSG00000165006.14,ENST00000379186,ENST00000379186.8,ENSP00000368484,ENSP00000368484.3,UBAP1,UBAP1-203
ENSG00000165006,ENSG00000165006.14,ENST00000297661,ENST00000297661.9,ENSP00000297661,ENSP00000297661.4,UBAP1,UBAP1-201
ENSG00000165006,ENSG00000165006.14,ENST00000626262,ENST00000626262.2,ENSP00000487222,ENSP00000487222.1,UBAP1,UBAP1-205
ENSG00000165006,ENSG00000165006.14,ENST00000359544,ENST00000359544.2,ENSP00000352541,ENSP00000352541.2,UBAP1,UBAP1-202
ENSG00000170615,ENSG00000170615.15,ENST00000339444,ENST00000339444.10,ENSP00000342396,ENSP00000342396.6,SLC26A5,SLC26A5-202
ENSG00000170615,ENSG00000170615.15,ENST00000356767,ENST00000356767.8,ENSP00000349210,ENSP00000349210.4,SLC26A5,SLC26A5-204
ENSG00000170615,ENSG00000170615.15,ENST00000393735,ENST00000393735.6,ENSP00000377336,ENSP00000377336.2,SLC26A5,SLC26A5-209
ENSG00000170615,ENSG00000170615.15,ENST00000393730,ENST00000393730.5,ENSP00000377331,ENSP00000377331.1,SLC26A5,SLC26A5-208
ENSG00000170615,ENSG00000170615.15,ENST00000306312,ENST00000306312.8,ENSP00000304783,ENSP00000304783.3,SLC26A5,SLC26A5-201
ENSG00000170615,ENSG00000170615.15,ENST00000432958,ENST00000432958.6,ENSP00000389733,ENSP00000389733.2,SLC26A5,SLC26A5-211
ENSG00000170615,ENSG00000170615.15,ENST00000354356,ENST00000354356.8,ENSP00000346325,ENSP00000346325.5,SLC26A5,SLC26A5-203
ENSG00000170615,ENSG00000170615.15,ENST00000393729,ENST00000393729.5,ENSP00000377330,ENSP00000377330.1,SLC26A5,SLC26A5-207
ENSG00000170615,ENSG00000170615.15,ENST00000393723,ENST00000393723.2,ENSP00000377324,ENSP00000377324.1,SLC26A5,SLC26A5-205
ENSG00000170615,ENSG00000170615.15,ENST00000393727,ENST00000393727.5,ENSP00000377328,ENSP00000377328.1,SLC26A5,SLC26A5-206
ENSG00000154582,ENSG00000154582.18,ENST00000602840,ENST00000602840.5,ENSP00000473408,ENSP00000473408.1,ELOC,ELOC-209
ENSG00000154582,ENSG00000154582.18,ENST00000520242,ENST00000520242.6,ENSP00000428171,ENSP00000428171.1,ELOC,ELOC-206
ENSG00000154582,ENSG00000154582.18,ENST00000518127,ENST00000518127.5,ENSP00000428334,ENSP00000428334.1,ELOC,ELOC-202
ENSG00000154582,ENSG00000154582.18,ENST00000688584,ENST00000688584.1,ENSP00000509989,ENSP00000509989.1,ELOC,ELOC-214
ENSG00000154582,ENSG00000154582.18,ENST00000622804,ENST00000622804.2,ENSP00000478121,ENSP00000478121.1,ELOC,ELOC-210
ENSG00000154582,ENSG00000154582.18,ENST00000687224,ENST00000687224.1,ENSP00000509184,ENSP00000509184.1,ELOC,ELOC-213
ENSG00000154582,ENSG00000154582.18,ENST00000685938,ENST00000685938.1,ENSP00000509885,ENSP00000509885.1,ELOC,ELOC-212
ENSG00000154582,ENSG00000154582.18,ENST00000520210,ENST00000520210.1,ENSP00000430224,ENSP00000430224.1,ELOC,ELOC-205
ENSG00000154582,ENSG00000154582.18,ENST00000284811,ENST00000284811.12,ENSP00000284811,ENSP00000284811.8,ELOC,ELOC-201
ENSG00000154582,ENSG00000154582.18,ENST00000519487,ENST00000519487.6,ENSP00000429596,ENSP00000429596.2,ELOC,ELOC-204
ENSG00000154582,ENSG00000154582.18,ENST00000522337,ENST00000522337.5,ENSP00000429906,ENSP00000429906.1,ELOC,ELOC-207
ENSG00000154582,ENSG00000154582.18,ENST00000523815,ENST00000523815.5,ENSP00000428074,ENSP00000428074.1,ELOC,ELOC-208
ENSG00000154582,ENSG00000154582.18,ENST00000519082,ENST00000519082.5,ENSP00000429789,ENSP00000429789.1,ELOC,ELOC-203
ENSG00000213339,ENSG00000213339.9,ENST00000250237,ENST00000250237.10,ENSP00000250237,ENSP00000250237.4,QTRT1,QTRT1-201
ENSG00000213339,ENSG00000213339.9,ENST00000592254,ENST00000592254.1,ENSP00000468811,ENSP00000468811.1,QTRT1,QTRT1-210
ENSG00000213339,ENSG00000213339.9,ENST00000591643,ENST00000591643.1,ENSP00000467394,ENSP00000467394.1,QTRT1,QTRT1-209
ENSG00000213339,ENSG00000213339.9,ENST00000592376,ENST00000592376.1,ENSP00000465974,ENSP00000465974.1,QTRT1,QTRT1-211
ENSG00000163960,ENSG00000163960.12,ENST00000296328,ENST00000296328.9,ENSP00000296328,ENSP00000296328.4,UBXN7,UBXN7-201
ENSG00000163960,ENSG00000163960.12,ENST00000428095,ENST00000428095.1,ENSP00000397256,ENSP00000397256.1,UBXN7,UBXN7-204
ENSG00000163960,ENSG00000163960.12,ENST00000381887,ENST00000381887.7,ENSP00000371311,ENSP00000371311.3,UBXN7,UBXN7-202
ENSG00000163960,ENSG00000163960.12,ENST00000413584,ENST00000413584.1,ENSP00000404778,ENSP00000404778.1,UBXN7,UBXN7-203
ENSG00000230062,ENSG00000230062.7,ENST00000565422,ENST00000565422.3,ENSP00000454770,ENSP00000454770.2,ANKRD66,ANKRD66-202
ENSG00000230062,ENSG00000230062.7,ENST00000445060,ENST00000445060.1,ENSP00000457147,ENSP00000457147.1,ANKRD66,ANKRD66-201
ENSG00000249853,ENSG00000249853.9,ENST00000312719,ENST00000312719.10,ENSP00000427888,ENSP00000427888.1,HS3ST5,HS3ST5-201
ENSG00000001167,ENSG00000001167.15,ENST00000341376,ENST00000341376.11,ENSP00000345702,ENSP00000345702.6,NFYA,NFYA-201
ENSG00000001167,ENSG00000001167.15,ENST00000353205,ENST00000353205.5,ENSP00000229418,ENSP00000229418.6,NFYA,NFYA-202
ENSG00000181092,ENSG00000181092.10,ENST00000320741,ENST00000320741.7,ENSP00000320709,ENSP00000320709.2,ADIPOQ,ADIPOQ-201
ENSG00000181092,ENSG00000181092.10,ENST00000444204,ENST00000444204.2,ENSP00000389814,ENSP00000389814.2,ADIPOQ,ADIPOQ-202
ENSG00000189184,ENSG00000189184.12,ENST00000344876,ENST00000344876.9,ENSP00000355082,ENSP00000355082.4,PCDH18,PCDH18-201
ENSG00000189184,ENSG00000189184.12,ENST00000412923,ENST00000412923.6,ENSP00000390688,ENSP00000390688.2,PCDH18,PCDH18-202
ENSG00000189184,ENSG00000189184.12,ENST00000507846,ENST00000507846.5,ENSP00000425903,ENSP00000425903.1,PCDH18,PCDH18-203
ENSG00000189184,ENSG00000189184.12,ENST00000511115,ENST00000511115.5,ENSP00000425647,ENSP00000425647.1,PCDH18,PCDH18-205
ENSG00000189184,ENSG00000189184.12,ENST00000510305,ENST00000510305.5,ENSP00000424269,ENSP00000424269.1,PCDH18,PCDH18-204
ENSG00000189184,ENSG00000189184.12,ENST00000611581,ENST00000611581.1,ENSP00000478176,ENSP00000478176.1,PCDH18,PCDH18-206
ENSG00000250366,ENSG00000250366.4,ENST00000687554,ENST00000687554.1,ENSP00000510004,ENSP00000510004.1,TUNAR,TUNAR-205
ENSG00000250366,ENSG00000250366.4,ENST00000504119,ENST00000504119.1,ENSP00000498192,ENSP00000498192.1,TUNAR,TUNAR-202
ENSG00000250366,ENSG00000250366.4,ENST00000678517,ENST00000678517.1,ENSP00000504015,ENSP00000504015.1,TUNAR,TUNAR-204
ENSG00000250366,ENSG00000250366.4,ENST00000503525,ENST00000503525.2,ENSP00000489624,ENSP00000489624.2,TUNAR,TUNAR-201
ENSG00000250366,ENSG00000250366.4,ENST00000554321,ENST00000554321.1,ENSP00000490254,ENSP00000490254.2,TUNAR,TUNAR-203
ENSG00000175606,ENSG00000175606.11,ENST00000312184,ENST00000312184.6,ENSP00000312599,ENSP00000312599.5,TMEM70,TMEM70-201
ENSG00000175606,ENSG00000175606.11,ENST00000517439,ENST00000517439.1,ENSP00000429467,ENSP00000429467.1,TMEM70,TMEM70-203
ENSG00000156050,ENSG00000156050.10,ENST00000556794,ENST00000556794.5,ENSP00000450889,ENSP00000450889.1,FAM161B,FAM161B-202
ENSG00000156050,ENSG00000156050.10,ENST00000286544,ENST00000286544.5,ENSP00000286544,ENSP00000286544.4,FAM161B,FAM161B-201
ENSG00000156050,ENSG00000156050.10,ENST00000651776,ENST00000651776.1,ENSP00000499021,ENSP00000499021.1,FAM161B,FAM161B-203
ENSG00000083097,ENSG00000083097.15,ENST00000349129,ENST00000349129.7,ENSP00000195654,ENSP00000195654.3,DOP1A,DOP1A-202
ENSG00000083097,ENSG00000083097.15,ENST00000369739,ENST00000369739.7,ENSP00000358754,ENSP00000358754.3,DOP1A,DOP1A-203
ENSG00000083097,ENSG00000083097.15,ENST00000604380,ENST00000604380.1,ENSP00000474846,ENSP00000474846.1,DOP1A,DOP1A-207
ENSG00000083097,ENSG00000083097.15,ENST00000237163,ENST00000237163.9,ENSP00000237163,ENSP00000237163.6,DOP1A,DOP1A-201
ENSG00000127249,ENSG00000127249.15,ENST00000400270,ENST00000400270.6,ENSP00000383129,ENSP00000383129.2,ATP13A4,ATP13A4-204
ENSG00000127249,ENSG00000127249.15,ENST00000392443,ENST00000392443.7,ENSP00000376238,ENSP00000376238.3,ATP13A4,ATP13A4-203
ENSG00000127249,ENSG00000127249.15,ENST00000342695,ENST00000342695.9,ENSP00000339182,ENSP00000339182.4,ATP13A4,ATP13A4-202
ENSG00000127249,ENSG00000127249.15,ENST00000295548,ENST00000295548.3,ENSP00000295548,ENSP00000295548.3,ATP13A4,ATP13A4-201
ENSG00000099203,ENSG00000099203.7,ENST00000214869,ENST00000214869.7,ENSP00000214869,ENSP00000214869.1,TMED1,TMED1-201
ENSG00000099203,ENSG00000099203.7,ENST00000586835,ENST00000586835.1,ENSP00000464856,ENSP00000464856.1,TMED1,TMED1-202
ENSG00000099203,ENSG00000099203.7,ENST00000591695,ENST00000591695.5,ENSP00000468294,ENSP00000468294.1,TMED1,TMED1-207
ENSG00000099203,ENSG00000099203.7,ENST00000588289,ENST00000588289.1,ENSP00000464824,ENSP00000464824.1,TMED1,TMED1-204
ENSG00000099203,ENSG00000099203.7,ENST00000589638,ENST00000589638.1,ENSP00000467690,ENSP00000467690.1,TMED1,TMED1-205
ENSG00000166292,ENSG00000166292.12,ENST00000424486,ENST00000424486.3,ENSP00000395328,ENSP00000395328.2,TMEM100,TMEM100-201
ENSG00000166292,ENSG00000166292.12,ENST00000575734,ENST00000575734.5,ENSP00000465638,ENSP00000465638.1,TMEM100,TMEM100-205
ENSG00000166292,ENSG00000166292.12,ENST00000571679,ENST00000571679.1,ENSP00000459290,ENSP00000459290.1,TMEM100,TMEM100-203
ENSG00000164978,ENSG00000164978.18,ENST00000346365,ENST00000346365.8,ENSP00000344187,ENSP00000344187.4,NUDT2,NUDT2-201
ENSG00000164978,ENSG00000164978.18,ENST00000379155,ENST00000379155.9,ENSP00000368452,ENSP00000368452.5,NUDT2,NUDT2-202
ENSG00000164978,ENSG00000164978.18,ENST00000618590,ENST00000618590.1,ENSP00000482384,ENSP00000482384.1,NUDT2,NUDT2-204
ENSG00000164978,ENSG00000164978.18,ENST00000379158,ENST00000379158.7,ENSP00000368455,ENSP00000368455.1,NUDT2,NUDT2-203
ENSG00000003249,ENSG00000003249.15,ENST00000568662,ENST00000568662.2,ENSP00000501273,ENSP00000501273.1,DBNDD1,DBNDD1-205
ENSG00000003249,ENSG00000003249.15,ENST00000304733,ENST00000304733.8,ENSP00000306407,ENSP00000306407.3,DBNDD1,DBNDD1-202
ENSG00000003249,ENSG00000003249.15,ENST00000392973,ENST00000392973.8,ENSP00000376699,ENSP00000376699.3,DBNDD1,DBNDD1-203
ENSG00000003249,ENSG00000003249.15,ENST00000002501,ENST00000002501.11,ENSP00000002501,ENSP00000002501.6,DBNDD1,DBNDD1-201
ENSG00000003249,ENSG00000003249.15,ENST00000568838,ENST00000568838.2,ENSP00000457625,ENSP00000457625.2,DBNDD1,DBNDD1-206
ENSG00000139155,ENSG00000139155.9,ENST00000540354,ENST00000540354.5,ENSP00000438665,ENSP00000438665.1,SLCO1C1,SLCO1C1-207
ENSG00000139155,ENSG00000139155.9,ENST00000266509,ENST00000266509.7,ENSP00000266509,ENSP00000266509.2,SLCO1C1,SLCO1C1-201
ENSG00000139155,ENSG00000139155.9,ENST00000545604,ENST00000545604.5,ENSP00000444149,ENSP00000444149.1,SLCO1C1,SLCO1C1-209
ENSG00000139155,ENSG00000139155.9,ENST00000545102,ENST00000545102.1,ENSP00000444527,ENSP00000444527.1,SLCO1C1,SLCO1C1-208
ENSG00000213246,ENSG00000213246.7,ENST00000225504,ENST00000225504.8,ENSP00000225504,ENSP00000225504.3,SUPT4H1,SUPT4H1-201
ENSG00000213246,ENSG00000213246.7,ENST00000577396,ENST00000577396.5,ENSP00000462100,ENSP00000462100.1,SUPT4H1,SUPT4H1-202
ENSG00000213246,ENSG00000213246.7,ENST00000581540,ENST00000581540.5,ENSP00000464618,ENSP00000464618.1,SUPT4H1,SUPT4H1-207
ENSG00000213246,ENSG00000213246.7,ENST00000580947,ENST00000580947.1,ENSP00000462670,ENSP00000462670.1,SUPT4H1,SUPT4H1-204
ENSG00000188716,ENSG00000188716.6,ENST00000338487,ENST00000338487.6,ENSP00000340609,ENSP00000340609.5,DUSP29,DUSP29-201
ENSG00000143643,ENSG00000143643.13,ENST00000366661,ENST00000366661.9,ENSP00000355621,ENSP00000355621.4,TTC13,TTC13-201
ENSG00000143643,ENSG00000143643.13,ENST00000366662,ENST00000366662.8,ENSP00000355622,ENSP00000355622.4,TTC13,TTC13-202
ENSG00000143643,ENSG00000143643.13,ENST00000486879,ENST00000486879.2,ENSP00000428447,ENSP00000428447.1,TTC13,TTC13-206
ENSG00000143643,ENSG00000143643.13,ENST00000522821,ENST00000522821.5,ENSP00000430385,ENSP00000430385.1,TTC13,TTC13-209
ENSG00000143643,ENSG00000143643.13,ENST00000522399,ENST00000522399.1,ENSP00000428622,ENSP00000428622.1,TTC13,TTC13-208
ENSG00000119723,ENSG00000119723.17,ENST00000394026,ENST00000394026.8,ENSP00000377594,ENSP00000377594.4,COQ6,COQ6-202
ENSG00000119723,ENSG00000119723.17,ENST00000629426,ENST00000629426.2,ENSP00000486650,ENSP00000486650.1,COQ6,COQ6-220
ENSG00000119723,ENSG00000119723.17,ENST00000334571,ENST00000334571.7,ENSP00000333946,ENSP00000333946.2,COQ6,COQ6-201
ENSG00000119723,ENSG00000119723.17,ENST00000554920,ENST00000554920.5,ENSP00000451562,ENSP00000451562.1,COQ6,COQ6-210
ENSG00000119723,ENSG00000119723.17,ENST00000554320,ENST00000554320.1,ENSP00000451123,ENSP00000451123.1,COQ6,COQ6-208
ENSG00000164976,ENSG00000164976.9,ENST00000297625,ENST00000297625.8,ENSP00000297625,ENSP00000297625.8,MYORG,MYORG-201
ENSG00000164976,ENSG00000164976.9,ENST00000379142,ENST00000379142.3,ENSP00000368437,ENSP00000368437.2,MYORG,MYORG-202
ENSG00000188611,ENSG00000188611.17,ENST00000395526,ENST00000395526.9,ENSP00000378897,ENSP00000378897.3,ASAH2,ASAH2-202
ENSG00000188611,ENSG00000188611.17,ENST00000489640,ENST00000489640.5,ENSP00000476827,ENSP00000476827.1,ASAH2,ASAH2-205
ENSG00000188611,ENSG00000188611.17,ENST00000443575,ENST00000443575.5,ENSP00000392766,ENSP00000392766.1,ASAH2,ASAH2-203
ENSG00000188611,ENSG00000188611.17,ENST00000329428,ENST00000329428.10,ENSP00000329886,ENSP00000329886.6,ASAH2,ASAH2-201
ENSG00000188611,ENSG00000188611.17,ENST00000682911,ENST00000682911.1,ENSP00000506746,ENSP00000506746.1,ASAH2,ASAH2-206
ENSG00000150627,ENSG00000150627.16,ENST00000508596,ENST00000508596.6,ENSP00000422763,ENSP00000422763.1,WDR17,WDR17-205
ENSG00000150627,ENSG00000150627.16,ENST00000280190,ENST00000280190.8,ENSP00000280190,ENSP00000280190.4,WDR17,WDR17-201
ENSG00000150627,ENSG00000150627.16,ENST00000507824,ENST00000507824.6,ENSP00000422200,ENSP00000422200.2,WDR17,WDR17-204
ENSG00000150627,ENSG00000150627.16,ENST00000505894,ENST00000505894.2,ENSP00000426847,ENSP00000426847.2,WDR17,WDR17-203
ENSG00000150627,ENSG00000150627.16,ENST00000443118,ENST00000443118.3,ENSP00000426985,ENSP00000426985.1,WDR17,WDR17-202
ENSG00000214212,ENSG00000214212.9,ENST00000592854,ENST00000592854.5,ENSP00000468568,ENSP00000468568.1,C19orf38,C19orf38-203
ENSG00000214212,ENSG00000214212.9,ENST00000397820,ENST00000397820.5,ENSP00000380920,ENSP00000380920.3,C19orf38,C19orf38-201
ENSG00000186638,ENSG00000186638.17,ENST00000402558,ENST00000402558.7,ENSP00000384433,ENSP00000384433.1,KIF24,KIF24-202
ENSG00000186638,ENSG00000186638.17,ENST00000379174,ENST00000379174.7,ENSP00000368472,ENSP00000368472.3,KIF24,KIF24-201
ENSG00000186638,ENSG00000186638.17,ENST00000684219,ENST00000684219.1,ENSP00000506725,ENSP00000506725.1,KIF24,KIF24-203
ENSG00000154589,ENSG00000154589.7,ENST00000284818,ENST00000284818.7,ENSP00000284818,ENSP00000284818.2,LY96,LY96-201
ENSG00000154589,ENSG00000154589.7,ENST00000518893,ENST00000518893.1,ENSP00000430533,ENSP00000430533.1,LY96,LY96-202
ENSG00000075131,ENSG00000075131.10,ENST00000261881,ENST00000261881.9,ENSP00000261881,ENSP00000261881.4,TIPIN,TIPIN-201
